brand,model,year,fuel,transmission,owner,km_driven,mileage_num,engine_num,max_power_num,price_lakh
Maruti,Omni E,2016,Petrol,Manual,First Owner,35000,16.8,796.0,34.2,2.2
Hyundai,Grand i10,2017,Petrol,Manual,First Owner,35000,18.9,1197.0,82.0,4.5
Hyundai,Grand i10,2017,Petrol,Manual,First Owner,35000,18.9,1197.0,82.0,4.5
Hyundai,i10 Sportz,2013,Petrol,Automatic,First Owner,50000,16.95,1197.0,78.9,2.9
Maruti,Swift VXI,2016,Petrol,Manual,First Owner,20000,20.4,1197.0,81.8,5.2
Hyundai,i10 Sportz,2011,Petrol,Automatic,First Owner,20000,16.95,1197.0,78.9,2.65
Maruti,Swift VXI,2012,Petrol,Manual,Second Owner,50000,18.6,1197.0,85.8,3.3
Maruti,Swift VXI,2012,Petrol,Manual,Second Owner,50000,18.6,1197.0,85.8,3.3
Mahindra,Bolero 2011-2019,2014,Diesel,Manual,First Owner,120000,15.96,2523.0,62.1,5.1
Hyundai,Verna 1.6,2014,Petrol,Manual,First Owner,70000,17.1,1591.0,121.3,5.0
Hyundai,i20 Active,2015,Petrol,Manual,First Owner,50000,17.19,1197.0,81.86,5.25
Maruti,Baleno Zeta,2019,Petrol,Manual,First Owner,16500,21.01,1197.0,81.8,6.75
Hyundai,i20 1.2,2010,Petrol,Manual,First Owner,70000,17.0,1197.0,80.0,3.0
Maruti,Alto LXI,2005,Petrol,Manual,Second Owner,99361,19.7,796.0,46.3,0.9
Maruti,Swift Dzire,2017,Diesel,Manual,First Owner,25000,26.59,1248.0,74.0,6.5
Maruti,Swift Dzire,2014,Petrol,Manual,Second Owner,70000,19.1,1197.0,85.8,4.09
Hyundai,Grand i10,2015,Diesel,Manual,Second Owner,80000,24.0,1120.0,70.0,3.95
Maruti,Swift Dzire,2014,Petrol,Manual,Second Owner,70000,19.1,1197.0,85.8,4.0
Chevrolet,Beat LS,2012,Petrol,Manual,Third Owner,60000,18.6,1199.0,79.4,1.2
Tata,Tigor 1.2,2018,Petrol,Automatic,First Owner,10000,20.3,1199.0,84.0,6.45
Maruti,800 Std,2006,Petrol,Manual,First Owner,80000,16.1,796.0,37.0,0.81
Honda,City i-DTEC,2017,Diesel,Manual,First Owner,30000,25.6,1498.0,97.9,13.0
Honda,City i-DTEC,2017,Diesel,Manual,First Owner,33000,25.6,1498.0,97.9,12.5
Maruti,Ertiga VXI,2013,Petrol,Manual,Third Owner,90000,16.02,1373.0,93.7,5.35
Nissan,Terrano XV,2014,Diesel,Manual,Second Owner,80100,19.01,1461.0,108.5,5.55
Honda,City i,2014,Petrol,Manual,First Owner,120000,17.4,1497.0,117.3,7.25
Renault,KWID RXL,2016,Petrol,Manual,First Owner,40000,25.17,799.0,53.3,2.3
Toyota,Innova 2.5,2013,Diesel,Manual,Second Owner,160000,12.99,2494.0,100.6,8.0
Maruti,Wagon R,2017,Petrol,Manual,First Owner,47000,20.51,998.0,67.04,4.1
Hyundai,Creta 1.4,2018,Diesel,Manual,First Owner,25000,21.38,1396.0,88.7,12.1
Tata,Tiago 1.2,2017,Petrol,Manual,First Owner,26000,23.84,1199.0,84.0,4.0
Hyundai,Grand i10,2018,Diesel,Manual,First Owner,29000,24.0,1186.0,73.97,5.2
Maruti,Baleno Zeta,2016,Petrol,Automatic,First Owner,50000,21.4,1197.0,83.1,6.5
Maruti,Swift ZXI,2011,Petrol,Manual,Third Owner,58000,16.1,1298.0,88.2,3.25
Maruti,Swift Dzire,2012,Petrol,Automatic,First Owner,120000,17.4,1197.0,85.8,4.2
Maruti,Swift LXI,2014,Petrol,Manual,First Owner,50000,20.4,1197.0,81.8,4.0
Hyundai,i20 1.2,2010,Petrol,Manual,Fourth & Above Owner,80000,17.0,1197.0,80.0,2.55
Maruti,Zen LXI,2003,Petrol,Manual,Fourth & Above Owner,60000,17.3,993.0,60.0,0.65
Maruti,Celerio LXI,2017,Petrol,Manual,First Owner,36000,23.1,998.0,67.04,3.51
Toyota,Innova 2.5,2007,Diesel,Manual,Third Owner,120000,12.8,2494.0,102.0,4.04
Maruti,Ritz LDi,2011,Diesel,Manual,Third Owner,185000,21.1,1248.0,73.9,1.85
Nissan,Micra Diesel,2011,Diesel,Manual,First Owner,50000,23.08,1461.0,63.1,2.5
Maruti,Zen LXI,2002,Petrol,Manual,Fourth & Above Owner,100000,17.3,993.0,60.0,0.6
Hyundai,Verna 1.6,2013,Petrol,Manual,Second Owner,50000,17.1,1591.0,121.3,5.0
Maruti,Zen Estilo,2007,Petrol,Manual,Second Owner,80000,18.2,998.0,67.1,0.85
Maruti,Alto LX,2005,Petrol,Manual,Fourth & Above Owner,80000,19.7,796.0,46.3,0.85
Maruti,Swift Dzire,2011,Diesel,Manual,Fourth & Above Owner,90000,19.3,1248.0,73.9,2.65
Maruti,A-Star Vxi,2010,Petrol,Manual,Second Owner,162000,19.0,998.0,66.1,1.3
Maruti,Ertiga VDI,2013,Diesel,Manual,Third Owner,110000,20.77,1248.0,88.76,4.8
Maruti,Swift Ldi,2008,Diesel,Manual,Third Owner,120000,17.8,1248.0,75.0,1.7
Nissan,Micra Diesel,2011,Diesel,Manual,First Owner,45000,23.08,1461.0,63.1,2.75
Maruti,Wagon R,2005,Petrol,Manual,Second Owner,90000,18.9,998.0,67.1,0.89
Ford,Figo Diesel,2010,Diesel,Manual,Second Owner,90000,20.0,1399.0,68.0,1.7
Mahindra,XUV300 W8,2019,Petrol,Manual,First Owner,16500,17.0,1197.0,110.0,10.9
Hyundai,Creta 1.6,2017,Diesel,Automatic,First Owner,67000,17.01,1582.0,126.2,11.0
Maruti,Swift VXI,2018,Petrol,Manual,First Owner,52000,22.0,1197.0,81.8,6.1
Datsun,GO T,2016,Petrol,Manual,First Owner,40000,20.63,1198.0,67.0,3.35
Hyundai,Grand i10,2015,Petrol,Manual,First Owner,40000,18.9,1197.0,82.0,4.35
Toyota,Fortuner 2.8,2018,Diesel,Manual,First Owner,35000,14.24,2755.0,174.5,30.0
Renault,KWID RXL,2018,Petrol,Manual,First Owner,13000,20.71,799.0,53.26,3.9
Honda,Brio 1.2,2012,Petrol,Manual,First Owner,40000,18.5,1198.0,86.8,3.25
Volkswagen,Ameo 1.2,2019,Petrol,Manual,First Owner,10000,17.0,1198.0,73.75,6.4
Nissan,Sunny XV,2012,Petrol,Manual,First Owner,9000,16.95,1498.0,97.7,4.5
Toyota,Etios Liva,2013,Diesel,Manual,Second Owner,70000,23.59,1364.0,67.06,4.0
Hyundai,i10 Sportz,2009,Petrol,Manual,First Owner,60000,20.36,1197.0,78.9,2.15
Renault,Duster 85PS,2014,Diesel,Manual,First Owner,40000,20.45,1461.0,83.8,5.7
Mahindra,XUV500 W8,2012,Diesel,Manual,First Owner,93000,15.1,2179.0,140.0,6.8
Toyota,Innova 2.5,2008,Diesel,Manual,Fourth & Above Owner,80000,12.8,2494.0,102.0,3.25
Tata,Indigo CS,2011,Petrol,Manual,Second Owner,50000,15.64,1193.0,64.08,1.5
Hyundai,Elantra SX,2013,Petrol,Automatic,First Owner,68000,14.5,1797.0,147.5,6.9
Mercedes-Benz,New C-Class,2013,Diesel,Automatic,First Owner,25000,14.84,2143.0,170.0,15.5
Tata,Nano STD,2012,Petrol,Manual,First Owner,18000,25.4,624.0,37.5,0.64
Nissan,Micra Diesel,2013,Diesel,Manual,First Owner,120000,23.08,1461.0,63.1,2.5
Maruti,Wagon R,2005,Petrol,Manual,First Owner,35000,18.9,998.0,67.1,0.65
Maruti,Swift Dzire,2016,Diesel,Manual,Second Owner,60000,26.59,1248.0,74.0,5.5
Hyundai,i10 Magna,2010,Petrol,Manual,Fourth & Above Owner,70000,20.36,1197.0,78.9,1.4
Renault,KWID RXT,2016,Petrol,Manual,First Owner,30000,25.17,799.0,53.3,3.0
Volkswagen,GTI 1.8,2016,Petrol,Automatic,First Owner,70000,16.34,1798.0,189.3,8.0
Jaguar,XE 2016-2019,2017,Diesel,Automatic,First Owner,9000,13.6,1999.0,177.0,26.25
Lexus,ES 300h,2019,Petrol,Automatic,First Owner,20000,22.37,2487.0,214.56,51.5
Jaguar,XF 2.0,2017,Diesel,Automatic,First Owner,45000,19.33,1999.0,177.0,32.0
Tata,Safari Storme,2015,Diesel,Manual,First Owner,110000,14.1,2179.0,147.94,5.03
Volvo,XC40 D4,2019,Diesel,Automatic,First Owner,20000,18.0,1969.0,190.0,38.0
Toyota,Camry 2.5,2016,Petrol,Automatic,First Owner,68089,19.16,2494.0,157.7,20.0
Maruti,Wagon R,2013,Petrol,Manual,First Owner,58343,21.79,998.0,67.05,2.25
Maruti,Baleno Alpha,2018,Diesel,Manual,First Owner,38817,27.39,1248.0,74.0,7.4
Honda,Jazz VX,2016,Petrol,Manual,First Owner,56494,18.2,1199.0,88.7,5.5
Toyota,Innova 2.5,2013,Diesel,Manual,Second Owner,79328,12.99,2494.0,100.6,7.5
Maruti,Swift AMT,2019,Petrol,Automatic,First Owner,5621,22.0,1197.0,81.8,6.5
Toyota,Etios VX,2017,Petrol,Manual,First Owner,25538,16.78,1496.0,88.73,6.25
Maruti,Swift AMT,2018,Petrol,Automatic,First Owner,69779,22.0,1197.0,81.8,6.0
Hyundai,Grand i10,2017,Diesel,Manual,First Owner,56290,24.0,1186.0,73.97,4.5
BMW,X4 M,2019,Diesel,Automatic,First Owner,7500,16.78,1995.0,190.0,54.0
BMW,X4 M,2019,Diesel,Automatic,First Owner,8500,16.78,1995.0,190.0,55.0
Honda,Amaze V,2019,Petrol,Automatic,First Owner,7032,19.0,1199.0,88.76,7.79
Skoda,Rapid 1.6,2016,Petrol,Automatic,First Owner,11000,14.3,1598.0,103.5,6.45
Volvo,V40 D3,2018,Diesel,Automatic,First Owner,2000,16.8,1984.0,150.0,24.75
Hyundai,i10 Magna,2010,Petrol,Manual,Third Owner,106000,20.36,1197.0,78.9,1.5
Honda,CR-V 2.4L,2009,Petrol,Automatic,Second Owner,120000,11.1,2354.0,158.8,5.0
Maruti,Swift Dzire,2015,Diesel,Manual,First Owner,90000,26.59,1248.0,74.0,4.8
Hyundai,Verna 1.6,2014,Diesel,Manual,Third Owner,70000,22.32,1582.0,126.32,5.35
Toyota,Innova 2.5,2005,Diesel,Manual,Third Owner,240000,12.8,2494.0,102.0,2.5
Maruti,SX4 Celebration,2012,Diesel,Manual,Second Owner,100000,21.5,1248.0,88.8,3.0
Hyundai,Verna XXi,2009,Petrol,Manual,Second Owner,214000,13.9,1599.0,103.2,3.4
Hyundai,Verna CRDi,2009,Diesel,Manual,Second Owner,214000,16.8,1493.0,110.0,3.4
Maruti,Alto 800,2016,Petrol,Manual,First Owner,50000,22.74,796.0,47.3,2.4
Honda,City i-VTEC,2018,Petrol,Automatic,First Owner,1000,18.0,1497.0,117.6,10.85
Maruti,Swift Dzire,2017,Diesel,Automatic,First Owner,19000,28.4,1248.0,74.02,7.5
Tata,Indigo LS,2012,Diesel,Manual,Second Owner,265000,17.0,1405.0,70.0,0.95
Maruti,Eeco CNG,2020,CNG,Manual,First Owner,35000,20.88,1196.0,61.7,4.1
Maruti,Alto K10,2014,Petrol,Manual,Second Owner,80000,23.95,998.0,67.05,2.15
Mahindra,XUV500 AT,2016,Diesel,Automatic,First Owner,50000,16.0,2179.0,140.0,12.9
Maruti,Alto K10,2010,Petrol,Manual,First Owner,80000,20.92,998.0,67.1,1.5
Hyundai,EON Sportz,2013,Petrol,Manual,Second Owner,50000,21.1,814.0,55.2,2.19
Tata,Tiago 1.2,2018,Petrol,Manual,First Owner,100000,23.84,1199.0,84.0,3.25
Maruti,Eeco Smiles,2013,Petrol,Manual,Second Owner,120000,15.1,1196.0,73.0,2.6
Jaguar,XE 2016-2019,2017,Diesel,Automatic,First Owner,9000,13.6,1999.0,177.0,26.25
Lexus,ES 300h,2019,Petrol,Automatic,First Owner,20000,22.37,2487.0,214.56,51.5
Jaguar,XF 2.0,2017,Diesel,Automatic,First Owner,45000,19.33,1999.0,177.0,32.0
Tata,Safari Storme,2015,Diesel,Manual,First Owner,110000,14.1,2179.0,147.94,5.03
Volvo,XC40 D4,2019,Diesel,Automatic,First Owner,20000,18.0,1969.0,190.0,38.0
Toyota,Camry 2.5,2016,Petrol,Automatic,First Owner,68089,19.16,2494.0,157.7,20.0
Maruti,Wagon R,2013,Petrol,Manual,First Owner,58343,21.79,998.0,67.05,2.25
Maruti,Baleno Alpha,2018,Diesel,Manual,First Owner,38817,27.39,1248.0,74.0,7.4
Honda,Jazz VX,2016,Petrol,Manual,First Owner,56494,18.2,1199.0,88.7,5.5
Toyota,Innova 2.5,2013,Diesel,Manual,Second Owner,79328,12.99,2494.0,100.6,7.5
Maruti,Swift AMT,2019,Petrol,Automatic,First Owner,5621,22.0,1197.0,81.8,6.5
Toyota,Etios VX,2017,Petrol,Manual,First Owner,25538,16.78,1496.0,88.73,6.25
Maruti,Swift AMT,2018,Petrol,Automatic,First Owner,69779,22.0,1197.0,81.8,6.0
Hyundai,Grand i10,2017,Diesel,Manual,First Owner,56290,24.0,1186.0,73.97,4.5
BMW,X4 M,2019,Diesel,Automatic,First Owner,7500,16.78,1995.0,190.0,54.0
BMW,X4 M,2019,Diesel,Automatic,First Owner,8500,16.78,1995.0,190.0,55.0
Honda,Amaze V,2019,Petrol,Automatic,First Owner,7032,19.0,1199.0,88.76,7.79
Skoda,Rapid 1.6,2016,Petrol,Automatic,First Owner,11000,14.3,1598.0,103.5,6.45
Volvo,V40 D3,2018,Diesel,Automatic,First Owner,2000,16.8,1984.0,150.0,24.75
Honda,Amaze S,2019,Diesel,Automatic,First Owner,40000,23.8,1498.0,78.9,7.0
Hyundai,Creta 1.4,2017,Diesel,Manual,First Owner,45000,21.38,1396.0,88.7,9.5
Maruti,Alto LXi,2010,Petrol,Manual,Second Owner,80000,19.7,796.0,46.3,1.6
Hyundai,Xcent 1.1,2015,Diesel,Manual,Second Owner,135000,24.4,1120.0,71.01,4.1
Toyota,Innova 2.5,2015,Diesel,Manual,Second Owner,120000,12.99,2494.0,100.6,8.4
Toyota,Etios Liva,2013,Diesel,Manual,First Owner,67000,23.59,1364.0,67.1,4.5
Maruti,Swift Dzire,2017,Diesel,Manual,First Owner,50000,28.4,1248.0,74.02,9.0
Toyota,Innova 2.5,2008,Diesel,Manual,Second Owner,134000,12.8,2494.0,102.0,5.7
Nissan,Micra Diesel,2011,Diesel,Manual,Second Owner,110000,23.08,1461.0,63.1,2.55
Maruti,800 AC,2009,Petrol,Manual,First Owner,40000,16.1,796.0,37.0,1.3
Maruti,Swift Dzire,2013,Diesel,Manual,Second Owner,120000,23.4,1248.0,74.0,5.3
Volkswagen,Polo 1.5,2015,Diesel,Manual,Second Owner,110000,20.14,1498.0,88.8,5.2
Mahindra,Verito 1.5,2011,Diesel,Manual,Second Owner,170000,21.0,1461.0,64.1,2.3
Maruti,800 AC,2004,Petrol,Manual,Second Owner,80000,16.1,796.0,37.0,0.81
Maruti,Swift VDI,2016,Diesel,Manual,First Owner,47000,25.2,1248.0,74.0,6.0
Hyundai,Xcent 1.2,2015,Petrol,Manual,First Owner,93000,19.1,1197.0,81.86,4.1
Maruti,800 Std,2010,Petrol,Manual,Second Owner,70000,16.1,796.0,37.0,1.2
Maruti,Celerio VXI,2014,Petrol,Manual,First Owner,50000,23.1,998.0,67.04,3.2
Ford,Figo Diesel,2015,Diesel,Manual,First Owner,70000,20.0,1399.0,68.05,2.92
Tata,Safari DICOR,2012,Diesel,Manual,First Owner,80000,13.93,2179.0,138.03,3.9
Ford,Figo 1.2P,2016,Petrol,Manual,First Owner,44000,18.16,1196.0,86.8,5.5
Maruti,Celerio ZXI,2014,Petrol,Manual,First Owner,25000,23.1,998.0,67.04,3.85
Hyundai,Creta 1.6,2016,Petrol,Manual,First Owner,25000,15.29,1591.0,121.3,8.0
Maruti,Swift Dzire,2019,Petrol,Manual,First Owner,10000,21.21,1197.0,81.8,6.75
Tata,Hexa XT,2018,Diesel,Manual,First Owner,50000,17.6,2179.0,153.86,15.25
Ford,EcoSport 1.5,2018,Diesel,Manual,First Owner,30000,23.0,1498.0,98.96,9.5
Hyundai,i20 Active,2015,Diesel,Manual,Second Owner,50000,21.19,1396.0,88.73,6.1
Hyundai,i20 Asta,2012,Diesel,Manual,First Owner,120000,22.54,1396.0,88.73,5.25
Honda,Amaze S,2019,Diesel,Automatic,First Owner,40000,23.8,1498.0,78.9,7.0
Mahindra,Bolero 2011-2019,2015,Diesel,Manual,First Owner,80000,15.96,2523.0,62.1,3.75
Nissan,Terrano XL,2015,Diesel,Manual,First Owner,90000,20.45,1461.0,83.8,5.8
Maruti,Swift VXI,2015,Petrol,Manual,Second Owner,50000,20.4,1197.0,83.11,4.35
Datsun,RediGO 1.0,2020,Petrol,Manual,First Owner,2136,22.5,999.0,67.0,3.5
Toyota,Innova 2.5,2012,Diesel,Manual,First Owner,250000,12.99,2494.0,100.0,7.3
Hyundai,i20 Magna,2015,Petrol,Manual,First Owner,35000,18.6,1197.0,81.83,6.0
Toyota,Innova 2.5,2015,Diesel,Manual,First Owner,120000,12.99,2494.0,100.6,10.5
Maruti,Baleno Alpha,2017,Diesel,Manual,First Owner,70000,27.39,1248.0,74.0,7.35
Renault,Duster 110PS,2018,Diesel,Manual,First Owner,18000,19.6,1461.0,108.45,10.5
Chevrolet,Enjoy 1.3,2016,Diesel,Manual,Second Owner,110000,18.2,1248.0,73.74,4.2
Maruti,SX4 S,2017,Diesel,Manual,First Owner,60000,23.65,1248.0,88.5,8.0
Toyota,Fortuner 4x2,2015,Diesel,Automatic,First Owner,60000,12.55,2982.0,168.5,20.0
Maruti,Swift Dzire,2016,Diesel,Manual,Second Owner,147000,26.59,1248.0,74.0,6.0
Toyota,Fortuner 4x2,2015,Diesel,Automatic,First Owner,130000,12.55,2982.0,168.5,19.0
Chevrolet,Captiva LT,2011,Diesel,Manual,Third Owner,99500,11.5,1991.0,147.9,5.0
Tata,Indica Vista,2011,Diesel,Manual,Second Owner,110000,17.0,1405.0,71.0,2.0
Nissan,Micra Active,2016,Petrol,Manual,First Owner,35000,19.49,1198.0,67.04,3.7
Hyundai,Verna Transform,2010,Diesel,Manual,Second Owner,110000,16.2,1493.0,110.0,2.6
Mahindra,KUV 100,2016,Diesel,Manual,First Owner,100000,25.32,1198.0,77.0,2.8
Maruti,Ertiga VXI,2014,Petrol,Manual,First Owner,21000,16.02,1373.0,93.7,6.1
Ford,Fiesta Titanium,2013,Diesel,Manual,Second Owner,60000,23.5,1498.0,90.0,3.0
Tata,Indigo CS,2010,Diesel,Manual,First Owner,40000,16.6,1405.0,70.0,1.4
Hyundai,i10 Magna,2008,Petrol,Manual,First Owner,50000,19.81,1086.0,68.05,2.3
Maruti,A-Star Vxi,2010,Petrol,Manual,Second Owner,65000,19.0,998.0,66.1,2.0
Maruti,Wagon R,2011,Petrol,Manual,First Owner,80000,18.9,998.0,67.1,2.0
Hyundai,Verna 1.6,2015,Diesel,Manual,First Owner,119000,23.9,1582.0,126.2,5.6
Maruti,Ertiga SHVS,2016,Diesel,Manual,First Owner,80000,24.52,1248.0,88.5,7.5
Maruti,Swift VDI,2017,Diesel,Manual,First Owner,90000,25.2,1248.0,74.0,5.85
Hyundai,Verna 1.6,2016,Petrol,Manual,First Owner,20000,17.01,1591.0,121.4,7.6
Maruti,Swift VDI,2014,Diesel,Manual,Second Owner,80000,25.2,1248.0,74.0,4.3
Mahindra,KUV 100,2020,Diesel,Manual,First Owner,44665,25.32,1198.0,77.0,4.8
Kia,Seltos HTE,2019,Diesel,Manual,First Owner,10000,20.8,1493.0,113.4,6.43
Hyundai,Xcent 1.2,2018,Petrol,Manual,First Owner,60000,20.14,1197.0,81.86,5.0
Honda,Brio 1.2,2016,Petrol,Manual,First Owner,22000,18.5,1198.0,86.8,4.25
Maruti,Alto 800,2014,Petrol,Manual,First Owner,25000,22.74,796.0,47.3,2.5
Maruti,Celerio LDi,2016,Diesel,Manual,First Owner,70000,27.62,793.0,47.0,2.85
Maruti,Swift Dzire,2008,Petrol,Manual,Third Owner,123000,17.5,1298.0,85.8,1.6
Volkswagen,Vento Diesel,2011,Diesel,Manual,Second Owner,70000,20.54,1598.0,103.6,2.5
Chevrolet,Beat LS,2013,Petrol,Manual,Second Owner,70000,18.6,1199.0,79.4,1.7
Toyota,Etios Liva,2013,Diesel,Manual,First Owner,45000,23.59,1364.0,67.06,4.1
Hyundai,Grand i10,2015,Petrol,Automatic,First Owner,40000,18.9,1197.0,82.0,4.0
Maruti,Swift Dzire,2019,Diesel,Manual,First Owner,30000,28.4,1248.0,74.02,7.0
Honda,Civic 1.8,2007,Petrol,Automatic,First Owner,90000,12.9,1799.0,130.0,3.5
Maruti,Ertiga BSIV,2016,Petrol,Manual,Second Owner,34000,17.5,1373.0,91.1,6.6
Maruti,Alto 800,2017,Petrol,Manual,First Owner,25000,24.7,796.0,47.3,2.68
Maruti,Alto 800,2016,Petrol,Manual,First Owner,50000,22.74,796.0,47.3,2.7
Chevrolet,Beat Diesel,2013,Diesel,Manual,First Owner,50000,25.44,936.0,57.6,3.0
Tata,Tiago 1.2,2017,Petrol,Manual,First Owner,90000,23.84,1199.0,84.0,4.5
Chevrolet,Beat Diesel,2012,Diesel,Manual,Second Owner,70000,25.44,936.0,57.6,2.2
Tata,New Safari,2009,Diesel,Manual,Second Owner,146000,13.93,2179.0,138.0,2.5
Ford,Figo Petrol,2012,Petrol,Manual,Second Owner,85000,15.6,1196.0,70.0,3.0
Tata,Indica V2,2009,Diesel,Manual,Second Owner,201850,17.88,1396.0,52.8,0.88
Maruti,Swift Dzire,2016,Diesel,Manual,First Owner,30000,26.59,1248.0,74.0,5.61
Maruti,Swift Dzire,2018,Diesel,Manual,First Owner,15000,28.4,1248.0,74.02,7.55
Datsun,RediGO S,2017,Petrol,Manual,First Owner,25000,22.7,799.0,53.64,2.35
Maruti,Alto K10,2011,Petrol,Manual,First Owner,90000,20.92,998.0,67.1,1.65
Maruti,Swift Dzire,2008,Diesel,Manual,Second Owner,80000,19.3,1248.0,73.9,1.9
Tata,Indica V2,2011,Diesel,Manual,First Owner,50000,17.2,1396.0,53.5,1.1
Mahindra,Bolero 2011-2019,2012,Diesel,Manual,Second Owner,80000,13.6,2523.0,63.0,3.2
Hyundai,i20 Asta,2016,Petrol,Manual,First Owner,38000,18.6,1197.0,81.83,5.4
Hyundai,EON Era,2013,Petrol,Manual,First Owner,60000,21.1,814.0,55.2,1.8
Maruti,Eeco 7,2016,Petrol,Manual,Third Owner,100000,15.37,1196.0,73.0,2.7
Maruti,Swift Dzire,2012,Petrol,Manual,First Owner,30000,17.5,1197.0,85.8,4.5
Maruti,Swift Dzire,2014,Petrol,Manual,First Owner,30000,19.1,1197.0,85.8,4.5
Chevrolet,Beat LT,2015,Petrol,Manual,First Owner,50000,18.6,1199.0,76.8,2.0
Tata,Tiago 1.2,2017,Petrol,Manual,First Owner,42000,23.84,1199.0,84.0,4.25
Chevrolet,Sail 1.2,2016,Petrol,Manual,First Owner,30000,18.2,1199.0,82.4,4.0
Maruti,Alto LXi,2009,Petrol,Manual,Third Owner,60000,19.7,796.0,46.3,1.25
Jeep,Compass 2.0,2018,Diesel,Manual,First Owner,14000,17.1,1956.0,170.0,16.0
Honda,City i,2015,Petrol,Manual,First Owner,22000,17.4,1497.0,117.3,9.0
Volkswagen,Vento Diesel,2012,Diesel,Manual,First Owner,90000,20.54,1598.0,103.6,4.5
Maruti,Alto K10,2011,Petrol,Manual,First Owner,46000,20.92,998.0,67.1,2.1
Hyundai,i20 1.2,2018,Petrol,Manual,First Owner,20000,18.6,1197.0,81.83,8.01
Tata,Venture EX,2014,Diesel,Manual,First Owner,15000,15.42,1405.0,70.0,3.17
Maruti,Ertiga VXI,2015,Petrol,Manual,Second Owner,40000,16.02,1373.0,93.7,6.0
Hyundai,i20 Magna,2014,Petrol,Manual,Second Owner,30000,18.5,1197.0,82.85,3.3
Hyundai,EON Magna,2017,Petrol,Manual,Second Owner,15000,21.1,814.0,55.2,3.2
Hyundai,Getz GLX,2007,Petrol,Manual,Second Owner,110000,15.3,1341.0,83.0,1.2
Maruti,Alto LXi,2009,Petrol,Manual,Second Owner,70000,19.7,796.0,46.3,1.3
Chevrolet,Sail 1.2,2015,Petrol,Manual,First Owner,80000,18.2,1199.0,82.4,2.2
Tata,Zest Revotron,2015,Petrol,Manual,First Owner,110000,17.57,1193.0,88.7,3.4
Ford,Classic 1.4,2013,Diesel,Manual,Second Owner,70000,19.68,1399.0,67.0,2.0
Maruti,Alto LXI,2002,Petrol,Manual,Second Owner,50000,19.7,796.0,46.3,1.4
Toyota,Innova 2.5,2013,Diesel,Manual,First Owner,190000,12.99,2494.0,100.6,10.0
Mahindra,Bolero SLX,2010,Diesel,Manual,Second Owner,100000,13.6,2523.0,63.0,4.95
Maruti,Alto 800,2015,Petrol,Manual,First Owner,60000,22.74,796.0,47.3,2.36
Maruti,Wagon R,2015,Petrol,Manual,First Owner,40000,20.51,998.0,67.04,3.9
Maruti,Swift Dzire,2009,Diesel,Manual,Second Owner,90000,19.3,1248.0,73.9,2.75
Tata,Safari Storme,2015,Diesel,Manual,First Owner,110000,14.1,2179.0,147.94,5.03
Maruti,Vitara Brezza,2017,Diesel,Manual,First Owner,32000,24.3,1248.0,88.5,7.75
Toyota,Innova Crysta,2016,Diesel,Automatic,First Owner,30000,11.36,2755.0,171.5,18.0
Hyundai,Creta 1.6,2016,Diesel,Manual,First Owner,58000,19.67,1582.0,126.2,8.5
Maruti,Vitara Brezza,2018,Diesel,Manual,First Owner,5000,24.3,1248.0,88.5,7.5
Hyundai,i20 1.2,2018,Petrol,Manual,First Owner,25000,18.6,1197.0,81.83,5.7
Hyundai,Grand i10,2018,Petrol,Manual,First Owner,32000,18.9,1197.0,81.86,5.8
Honda,Jazz 1.2,2016,Petrol,Manual,First Owner,30000,18.7,1199.0,88.7,4.85
Honda,BR-V i-VTEC,2017,Petrol,Manual,First Owner,43000,15.4,1497.0,117.3,7.0
Hyundai,Verna S,2012,Petrol,Manual,First Owner,60000,17.7,1497.0,113.42,4.15
Nissan,Micra XV,2015,Petrol,Automatic,First Owner,50000,19.34,1198.0,76.0,3.25
Ford,Figo Aspire,2018,Petrol,Manual,First Owner,14200,18.16,1196.0,86.8,5.5
Hyundai,EON Sportz,2017,Petrol,Manual,First Owner,10000,21.1,814.0,55.2,3.0
Datsun,RediGO T,2018,Petrol,Manual,First Owner,25000,22.7,799.0,53.64,2.17
Ford,Freestyle Titanium,2018,Petrol,Manual,First Owner,19100,19.0,1194.0,94.68,7.0
Hyundai,Santro Sportz,2019,Petrol,Automatic,Fourth & Above Owner,25000,20.3,1086.0,68.0,4.66
Ford,EcoSport 1.5,2014,Diesel,Manual,First Owner,54000,23.0,1498.0,98.96,4.85
Nissan,Sunny XL,2018,Diesel,Manual,First Owner,35000,22.71,1461.0,84.8,6.7
Hyundai,Grand i10,2018,Petrol,Manual,Second Owner,20000,18.9,1197.0,81.86,5.0
Maruti,SX4 S,2016,Diesel,Manual,First Owner,52000,23.65,1248.0,88.5,6.75
Hyundai,i20 1.4,2011,Diesel,Manual,Second Owner,120000,23.0,1396.0,90.0,2.2
Jeep,Compass 2.0,2017,Diesel,Manual,First Owner,50000,17.1,1956.0,170.0,16.5
Maruti,Ertiga ZDI,2013,Diesel,Manual,Second Owner,120000,20.77,1248.0,88.8,6.3
Tata,Manza Aura,2010,Diesel,Manual,Second Owner,90000,18.8,1248.0,90.0,2.5
Maruti,Wagon R,2004,Petrol,Manual,Third Owner,120000,18.9,998.0,67.1,1.2
Skoda,Rapid 1.5,2015,Diesel,Manual,Second Owner,101500,21.14,1498.0,103.52,3.0
